website on Camping.info,Name ,Website,Telephone,Fax,Street,ZIP-Code town,Country,Really Short Description,Rating (Stars),Opening period,Opening period,Dogs welcome:,Dogs allowed: Peaks Season,Dogs allowed: Off-peak season,Winter camping:,Shade on pitches:,All-year-round camping,Mini-camping at the farm:,Naturism:,Size in hectares:,Ground mainly:,Number of pitches,including tourist pitches:,delimited tourist pitches:,Separate pitches for young people/groups:,Campsite car-free:,Car permitted on pitch:,Motorhome spaces outside the entrance:,Overnight spaces outside entrance also for caravans:,Peak season:,Off-peak season (on 1st May):,Power,Water connection on pitch,Waste water connection on pitch,Gas connection on pitch,TV hook-up on pitch,Gas bottle exchange (on the site itself),Wi-Fi (WithCharge),Internet terminal (on the site itself),Safety lockers,Lounge,Drying room,Cooking facility,Dog shower,Dog lawn,Bathing facility for dogs ,Fill-up and waste disposal facilities for motor caravans,Food provision facilities (supermarkets etc) ,Bread sold on site,Snack food outlets,Restaurants ,Wheelchair ramps,Most paths paved,Central campfire,Campfire permitted on pitch,Firewood available,Charcoal grill permitted,Tables & benches for tent users,Baby changing room,Number of individual washing cubicles (),Bathroom for hire (),Wheel-chair accessible sanitary facilities,Washing machine,Tumble dryer,"Children�s play area
",Indoor play facilities,Petting zoo,Children�s entertainment,"Swimming in natural water (sea, lake etc) 
",Sandy beach (on the site itself),Obstacle-free access to water,Nudist beach ,Pool / open air pool ,Water slide,Indoor pool ,Thermal baths ,Sauna ,Tennis,Table tennis,Volleyball,Minigolf,Golf,Sailing & surfing opportunities,Boat hire,Slipway ,Bike hire,Riding,Angling,Diving station,Ski lift ,Cross-country skiing,Tents,Chalets,Caravans,Mobile homes or holiday homes,Apartments or rooms,Dogs allowed in rental accommodation,,
"https://en.camping.info/france/poitou-charentes/camping-les-baleines-12113
",Camping Les Baleines,http://www.camping-iledere-lesbaleines.camp,+33 546 294 076,no info,chemin de la devaude,17590 Saint Clément Des Baleines,France,,"4,40",28.04. - 24.09.,NA/-,no information,Yes,Yes,No,Shade on half the site,No,No,No,"4,6",grass,160,no information,no information,No,No,Yes,No,no information,25.06 €,no information,no information,yes,no information,no information,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,yes,no information,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,yes,yes,yes,yes,no information,no information,yes,no information,no information,no information,no information,no,no information,no information,no,no,no information,yes,no information,yes,yes,no information,no information,no information,yes,no information,no information,no information,no,no information,yes,no information,yes,yes,no,no information,
"https://en.camping.info/germany/north-rhine-westphalia/campingpark-heidewald-18626
",Campingpark Heidewald,http://www.campheidewald.de/,+49 2583 1394,Fax: +492583 300979,Versmolder Straße 44,48336 Sassenberg,Germany,Camping Heidewald - an excellent choice for your memorable campingholiday!,"4,77",01.02. - 30.11.,NA/-,Yes,Yes,Yes,no information,Little shade,Yes,No,No,"8,5",paved,300,100,80,No,No,Yes,Yes,No,24 €,21.50 €,yes,yes,yes,no,yes,yes,yes,no information,no,no,no,no,no information,no information,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,no information,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,,
"https://en.camping.info/france/rh%c3%b4ne-alpes/camping-et-base-de-loisirs-la-plaine-tonique-13354
",Camping et Base de loisirs La Plaine Tonique,http://www.laplainetonique.com,+33 474 308 052,Fax: 0474308077,599 route d'etrez,01340 Malafretaz,France,"La Plaine Tonique, a unique place for leisure activities and new experiences","4,20",25.04. - 02.09.,NA/-,Yes,Yes,Yes,No,Shade on half the site,No,No,No,30,grass,580,no information,no information,Yes,No,Yes,Yes,No,33.20 €,26.60 €,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no information,no information,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no information,yes,yes,yes,no,no,no,yes,no information,yes,yes,no,no,,
"https://en.camping.info/france/limousin/huttopia-beaulieu-sur-dordogne-8980
",Huttopia Beaulieu sur Dordogne,http://europe.huttopia.com/de/site/camping-beaulieu-sur-dordogne/?utm_medium=annuaire&utm_source=CampinginfoDE,+33 555 910 265,Fax: 0555910519,Boulevard Rodolphe de Turenne,19120 Beaulieu sur Dordogne,France,Your own island in the River Dordogne.,"4,40",27.04. - 02.10.,NA/-,no information,Yes,Yes,No,No information,No,No,No,no information,No information,120,no information,no information,no information,no information,no information,no information,no information,26.90 €,no information,no information,yes,no information,no information,no information,no information,no information,no information,no,no information,no information,no information,no information,no information,no information,no information,yes,yes,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,yes,yes,yes,yes,no information,no information,yes,yes,no information,no information,no information,yes,no information,no,no,no,yes,yes,no information,no,yes,no information,no information,no information,no,no information,no information,no information,no,no information,yes,no information,no,yes,no,no information,
"https://en.camping.info/france/poitou-charentes/camping-bois-soleil-12004
",Camping Bois Soleil,http://www.bois-soleil.com/,+33 546 050 594,Fax: 05.46.06.27.43,Avenue de Suzac 2,17110 St Georges Du Didonne,France,Campingplatz mit direktem Zugang zum Strand in einer natürlichen Umgebun,"3,75",01.04. - 31.10.,NA/-,no information,Yes,No,No,No information,No,No,No,9,No information,462,172,no information,No,no information,no information,no information,no information,33 €,no information,no information,yes,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,yes,yes,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,yes,yes,yes,yes,no information,no information,yes,yes,no information,no information,no information,yes,no information,no information,no information,yes,yes,yes,no information,no information,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,no,no information,no,yes,yes,no information,
"https://en.camping.info/france/rh%c3%b4ne-alpes/huttopia-divonne-les-bains-26266
",Huttopia Divonne Les Bains,http://europe.huttopia.com/de/site/camping-divonne-les-bains/?utm_medium=annuaire&utm_source=CampinginfoDE,+33 450 200 195,no info,2465 Chemin de la Vie de l'Étraz,01220 Divonne-les-Bains,France,"Zwischen Jura, Mont Blanc und Genfer See","2,75",28.04. - 25.09.,NA/-,no information,Yes,Yes,no information,Shade on half the site,no information,no information,no information,9,grass,274,274,no information,no information,no information,no information,no information,no information,30.54 €,no information,no information,yes,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,no information,yes,yes,yes,yes,no information,yes,no information,no information,no information,no information,no information,yes,no information,no information,yes,yes,yes,yes,no information,no information,yes,no information,no information,no information,no information,yes,no information,no information,no information,no information,yes,yes,yes,no information,yes,no information,no information,no information,no information,yes,no information,no information,no information,no information,yes,yes,yes,yes,no information,yes,
"https://en.camping.info/italy/lazio/family-park-i-pini-649
",Family Park I Pini,http://www.humancompany.com,+39 (0) 765 453349,Fax: +390625496226,Via delle Sassete 28,00065 Fiano Romano,Italy,"Family Park I Pini: Camping, Nature, Rome...all within your family's reach.","3,50",30.03. - 30.09.,NA/-,no information,Yes,Yes,No,Shade on half the site,No,No,No,6,grass,no information,800,no information,Yes,no information,no information,no information,no information,39.50 €,26 €,yes,no information,no information,no information,no information,no information,no,yes,no information,no information,no information,no information,no information,no information,no information,yes,yes,yes,yes,yes,no information,no information,no information,no information,no information,no information,no information,yes,yes,no information,yes,yes,yes,yes,no information,no information,yes,no information,no information,no information,no information,yes,yes,no information,no information,no information,yes,yes,no information,yes,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,yes,no information,yes,yes,no,no information,,
"https://en.camping.info/france/languedoc-roussillon/la-gen%c3%a8se-8049
",La Genèse***,http://www.lagenese.de/,no info,no info,Come and discover an unspoiled riverside spot of rare beauty.,"3,25",30.03. - 29.09.,NA/-,Yes,Yes,Yes,no information,Shade on half the site,No,No,Yes,26,grass,210,no information,no information,no information,no information,Yes,no information,no information,34 €,22 €,yes,yes,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,no,no information,yes,no information,yes,yes,yes,yes,no information,yes,no information,no information,no information,no information,no information,no information,no information,no information,yes,yes,yes,yes,no information,no information,yes,yes,no information,no information,yes,yes,yes,no information,no information,yes,yes,yes,yes,yes,no information,no information,no information,no information,no information,no information,yes,no information,no information,no information,yes,no information,no,yes,yes,yes,,,,,
"https://en.camping.info/france/provence-alpes-c%c3%b4te-d-azur/camping-marius-12804
",Camping Marius,http://www.camping-marius.com/,+33 442 807 029,Fax: +33 442 807 673,Route de la Saulce - La couronne,13500 Martigues,France,"Provence, dip your toes into the blue waters of the Mediterranean.","4,25",04.04. - 02.11.,NA/-,Yes,Yes,Yes,No,Shade on half the site,No,No,No,2,paved,105,30,no information,No,No,Yes,No,No,28.90 €,no information,no information,yes,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,yes,yes,yes,yes,no information,no information,no information,yes,no information,no information,no information,no,no information,no,no information,no,no,no,no information,no,no,yes,no information,no information,yes,no information,no information,no information,no,no information,yes,no information,no information,yes,no,no information,
"https://en.camping.info/france/rh%c3%b4ne-alpes/camping-le-sougey-13667
",Camping Le Sougey,http://www.camping-aiguebelette-sougey.com/en/?utm_medium=annuaire&utm_source=CampinginfoDE,04 79 36 01 44,no info,Lac Rive Ouest,73610 St Alban de Montbel,France,Erholen Sie sich an einem magischen Ort: Lake Aiguebelette!,"3,67",28.04. - 18.07.,NA/-,Yes,Yes,Yes,No,Shade on half the site,No,No,No,5,grass,165,no information,no information,No,No,No,No,No,25.55 €,20.95 €,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no information,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,,
"https://en.camping.info/france/pays-de-la-loire/castel-le-ch%c3%a2teau-de-chanteloup-10670
",Castel Le Château de Chanteloup,http://de.chateau-de-chanteloup.com/,+33 611 932 189,no info,Chanteloup,72460 Sille le Philippe,France,Sarthe kennt mit Le Mans 24 Stunden Auto-Furore und 364 Tage ländlichen Frieden,"5,00",no information,no information,no information,no information,No information,no information,no information,no information,no information,No information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no,no information,no,no,no,no information,,
"https://en.camping.info/france/bretagne/flower-camping-le-moteno-6585
",Flower Camping le Moteno,http://de.flowercampings.com/campingplatze-bretagne/camping-le-moteno,+33 297 367 663,Fax: 02.97.85.81.84,Route du Magouer,56680 Plouhinec,France,,"4,00",01.04. - 15.09.,NA/-,no information,Yes,Yes,No,No information,No,No,No,5,No information,258,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,no,no information,no information,no information,no information,no information,no information,no information,no information,no,yes,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,yes,yes,yes,yes,no information,no information,yes,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no,no information,no,yes,no,no information
"https://en.camping.info/france/poitou-charentes/camping-la-brande-12082
",Camping La Brande,http://www.camping-labrande.com/,+33 546 476 237,no info,Route des Huîtres,17480 Le Château D'oleron,France,camping la brande Oleron island france,"4,50",01.04. - 05.11.,NA/-,no information,Yes,Yes,No,Shade on half the site,No,No,No,"5,8",grass,199,115,no information,No,No,Yes,Yes,No,no information,no information,no information,no information,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no information,no information,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no information,no information,no information,yes,no information,no information,yes,yes,no information,no information,no information,no information,no information,yes,no information,no information,yes,no information,no information,no information,no information,no information,yes,no,no,yes,no,no information
"https://en.camping.info/france/languedoc-roussillon/camping-la-sir%c3%a8ne-8708
",Camping La Sirène,https://www.camping-lasirene.fr/de/,+33 468 810 461,no info,Route de Taxo à la mer,66700 Argelès Sur Mer,France,"Plus grand parc aquatique de France, piscines couvertes, camping 5* familial","3,00",13.04. - 24.09.,NA/-,Yes,Yes,Yes,No,Shade on half the site,No,No,No,23,grass,750,no information,no information,no information,no information,Yes,no information,no information,no information,no information,no information,no information,yes,yes,yes,no information,no information,yes,yes,yes,no information,yes,yes,yes,no information,no information,no information,no information,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no information,no information,yes,yes,yes,yes,no information,no information,yes,no information,yes,yes,no information,yes,yes,yes,no information,no information,yes,yes,yes,yes,no information,yes,no information,no information,yes,no information,no information,yes,no information,no information,no,yes,no,yes,no,yes
"https://en.camping.info/france/aquitaine/camping-sunelia-berrua-4858
",Camping Sunelia - Berrua,http://www.berrua.com,+33 559 549 666,Fax: 0033 (0)5 59 54 78 30,Rue Berrua,64210 Bidart,France,,"4,00",no information,Yes,no information,no information,No information,no information,no information,no information,no information,No information,270,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,yes,yes,no information,no information,yes,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,yes,yes,yes,yes,no information,no information,no information,yes,no information,no information,no information,yes,no information,no information,yes,no information,yes,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,no information,no information,no information,no,no information,no,no,no,no information,,
"https://en.camping.info/france/bretagne/camping-airotel-la-pommeraie-de-l-oc%c3%a9an-22968
",Camping Airotel La Pommeraie de l'Océan****,http://www.camping-bretagne-lapommeraiedelocean.com/,02.98.50.02.73,no info,3 Stang Sant Laorans Pointe de Trévignon,29910 Tregunc,France,"Farniente, relaxation, fun pool heated to 28/30°C!","4,50",01.04. - 15.09.,NA/-,Yes,Yes,Yes,No,Little shade,no information,No,No,"7,5",grass,232,no information,no information,No,No,Yes,No,No,48 €,25 €,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no information,no information,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no information,no information,yes,yes,yes,yes,no,no,yes,yes,yes,no information,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,,
"https://en.camping.info/france/aquitaine/huttopia-sarlat-26265
",Huttopia Sarlat,http://europe.huttopia.com/de/site/camping-sarlat/?utm_medium=annuaire&utm_source=CampinginfoDE,05 53 59 05 84,no info,Rue Jean Gabin,24200 Sarlat-la-Canéda,France,Campen Sie in unmittelbarer Nähe der mittelalterlichen Stadt Sarlat,"4,00",07.04. - 06.11.,NA/-,no information,Yes,Yes,no information,Shade on half the site,no information,no information,no information,13,grass,195,no information,no information,Yes,No,no information,no information,no information,36.90 €,no information,no information,yes,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,no information,no information,yes,yes,yes,no information,yes,no information,no information,no information,no information,yes,no information,no information,no information,yes,yes,yes,yes,no information,no information,yes,no information,no information,no information,no information,yes,no information,yes,no information,yes,yes,yes,yes,no information,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,yes,yes,no information,yes,no information,yes,
"https://en.camping.info/france/bretagne/camping-le-neptune-6182
",Camping Le Neptune,http://www.leneptune.com/,+33 296 223 335,no info,Ker Guistin 3,22580 Lanloup,France,A human-sized and natural campsite close to the sea,"4,00",04.04. - 13.10.,NA/-,Yes,Yes,Yes,No,Shade on half the site,No,No,No,"1,5",grass,65,15,no information,no information,No,Yes,No,No,30.20 €,no information,no information,yes,yes,no information,no,no,yes,yes,yes,no,no,yes,no,no information,no,yes,yes,yes,yes,yes,yes,no information,yes,no,no,no,yes,yes,yes,yes,no information,yes,yes,yes,yes,no,no information,yes,yes,yes,no information,no,yes,no information,yes,no,no,yes,yes,no information,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,
"https://en.camping.info/france/rh%c3%b4ne-alpes/camping-de-la-pin%c3%a8de-13939
",Camping de La Pinède,http://www.camping-pinede.com/,+33 475 221 777,no info,Impasse du pont neuf 135,26150 Die,France,"The campsite is situated on the banks of the river Drôme, in the Vercorspark","4,00",26.04. - 16.09.,NA/-,Yes,Yes,Yes,No,Shade on half the site,No,No,No,11,grass,163,91,no information,No,No,Yes,No,No,33.90 €,no information,no information,yes,yes,yes,no,no,yes,yes,yes,no,no information,no,no,no,no information,no information,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no information,yes,yes,no,yes,no,no,yes,yes,no information,yes,no,yes,yes,no,no information,yes,yes,yes,yes,no,yes,no information,no information,no information,yes,yes,yes,no information,no information,no information,no,yes,no,yes,no,yes,
"https://en.camping.info/france/languedoc-roussillon/camping-le-beldoire-7866
",Camping Le Beldoire,http://www.camping-beldoire.com/,no info,no info,,48210 Les Vignes,France,,"3,00",no information,no information,no information,no information,No information,no information,no information,no information,no information,No information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,,
"https://en.camping.info/france/provence-alpes-c%c3%b4te-d-azur/huttopia-vallouise-12239
",Huttopia Vallouise,http://europe.huttopia.com/de/site/camping-vallouise/?utm_medium=annuaire&utm_source=CampinginfoDE,+33 492 233 026,no info,Chemin des Chambonnettes,05290 Vallouise,France,Am Eingang zum  Parc National des Ecrins.,"4,00",19.05. - 02.11.,NA/-,no information,Yes,Yes,Yes,Shade on half the site,no information,no information,no information,6,grass,160,160,no information,no information,no information,no information,no information,no information,29.20 €,no information,no information,yes,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,no information,no information,no information,no information,no information,yes,yes,yes,no information,no information,no information,no information,no information,no information,no information,no information,yes,no information,no information,no information,no information,no information,yes,no information,no information,yes,no information,no information,no information,no information,yes,no information,no information,no information,no information,yes,yes,yes,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,yes,yes,no information,no information,no information,no information,
